RECEIVED_DATE,EMPLOYER_STATE_PROVINCE,PW_SOC_CODE,PW_SOC_TITLE,SOC_MAJOR_GROUP,PW_SKILL_LEVEL,PW_WAGE,WORKSITE_STATE,MINIMUM_EDUCATION,SUBMISSION_MONTH,SUBMISSION_YEAR,CASE_STATUS,PROCESSING_TIME_DAYS
2023-02-06,TEXAS,15-1199,Computer Systems EngineersArchitects,15,Level IV,114234.0,TEXAS,Bachelor's,2,2023,Certified,647
2023-01-05,NEW JERSEY,15-1211.00,COMPUTER SYSTEMS ANALYST,15,Level II,95514.0,NEW JERSEY,Master's,1,2023,Denied,679
2022-12-21,NEW JERSEY,15-1242.00,DATABASE ADMINISTRATOR,15,Level III,119350.0,NEW JERSEY,Master's,12,2022,Denied,694
2022-12-12,NEW JERSEY,15-1243.00,DATABASE ARCHITECT,15,Level II,115440.0,NEW JERSEY,Master's,12,2022,Denied,703
2022-12-21,NEW JERSEY,15-1244.00,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,15,Level III,110739.0,NEW JERSEY,Master's,12,2022,Denied,694
2023-01-03,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,1,2023,Denied,681
2023-01-03,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,1,2023,Denied,681
2023-01-03,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,1,2023,Denied,681
2022-11-01,TEXAS,15-1252.00,Software Developers,15,Level I,71718.0,TEXAS,Bachelor's,11,2022,Denied,744
2023-01-05,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,1,2023,Denied,679
2022-12-21,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,12,2022,Denied,694
2022-12-21,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,12,2022,Denied,694
2022-12-21,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,12,2022,Denied,694
2022-12-21,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,12,2022,Denied,694
2023-01-05,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,1,2023,Denied,679
2023-02-15,NORTH CAROLINA,15-1252.00,Software Developer,15,Level IV,136822.0,GEORGIA,Bachelor's,2,2023,Certified,638
2023-02-21,NORTH DAKOTA,15-1252.00,Software Developers,15,Level IV,99341.0,NORTH DAKOTA,Master's,2,2023,Certified,632
2022-07-09,CALIFORNIA,15-2031,Operations Research Analysts,15,Level I,70803.0,CALIFORNIA,Master's,7,2022,Denied,859
2022-08-08,NORTH CAROLINA,15-2041.00,Principal Statistical Programmer,15,Level III,112861.0,NORTH CAROLINA,Bachelor's,8,2022,Denied,829
2022-12-07,NEW JERSEY,17-2051,Civil Engineers,17,Level IV,120266.0,TEXAS,Bachelor's,12,2022,Denied,708
2022-11-18,WASHINGTON,17-2061,Computer Hardware Engineers,17,Level III,179566.0,CALIFORNIA,Master's,11,2022,Denied,727
2022-11-18,WASHINGTON,17-2061,Computer Hardware Engineers,17,Level III,179566.0,CALIFORNIA,Master's,11,2022,Denied,727
2021-12-01,PENNSYLVANIA,17-2071,Electrical Engineers,17,Level I,68432.0,PENNSYLVANIA,Bachelor's,12,2021,Denied,1079
2022-07-13,MASSACHUSETTS,17-2071,Electrical Engineers,17,Level IV,119662.0,MASSACHUSETTS,Master's,7,2022,Denied,855
2022-07-28,CALIFORNIA,17-2141,Mechanical Engineers,17,Level IV,125632.0,TEXAS,Bachelor's,7,2022,Denied,840
2022-12-20,OREGON,21-1091,Health Education Specialist,21,Level III,71282.0,OREGON,Bachelor's,12,2022,Denied,695
2022-07-25,OHIO,25-1032,"Engineering Teachers, Postsecondary",25,Level I,61890.0,OHIO,Bachelor's,7,2022,Denied,843
2022-07-24,NEW YORK,25-2011,Preschool Teacher,25,Level IV,56576.0,NEW YORK,Bachelor's,7,2022,Denied,844
2022-12-07,MASSACHUSETTS,25-2011,Preschool Teacher,25,Level II,36733.0,MASSACHUSETTS,High School,12,2022,Denied,708
2022-11-30,CALIFORNIA ORANGE COUNTY,25-2021,School Teacher,25,Level IV,104230.0,CALIFORNIA,Bachelor's,11,2022,Denied,715
2022-12-15,DISTRICT OF COLUMBIA,25-2021.00,"Elementary School Teacher, Except Special Education",25,Level II,68993.0,DISTRICT OF COLUMBIA,Bachelor's,12,2022,Denied,700
2022-07-17,NEW YORK,27-1024.00,Senior Designer,27,Level III,70387.0,NEW YORK,Bachelor's,7,2022,Denied,851
2022-11-23,NEW YORK New York,27-1025.00,Marketing Manager,27,Unknown,18.0,NEW YORK,Bachelor's,11,2022,Denied,722
2022-08-11,GEORGIA,29-1131,Veterinarians,29,Level I,68640.0,GEORGIA,Master's,8,2022,Denied,826
2022-08-09,ILLINOIS,31-1011,CAREGIVER,31,Level II,12.82,ILLINOIS,High School,8,2022,Denied,828
2022-08-09,ILLINOIS,31-1011,CAREGIVER,31,Level II,12.82,ILLINOIS,High School,8,2022,Denied,828
2022-08-10,ILLINOIS,31-1011,CAREGIVER,31,Level II,12.82,ILLINOIS,High School,8,2022,Denied,827
2022-08-10,ILLINOIS,31-1011,CAREGIVER,31,Level II,12.82,ILLINOIS,High School,8,2022,Denied,827
2022-08-11,ILLINOIS,31-1011,CAREGIVER,31,Level II,12.82,ILLINOIS,High School,8,2022,Denied,826
2022-08-11,ILLINOIS,31-1011,CAREGIVER,31,Level II,12.82,ILLINOIS,High School,8,2022,Denied,826
2021-11-22,VIRGINIA,31-1014,Nursing  Assistants,31,Level I,27643.0,VIRGINIA,Unknown,11,2021,Denied,1088
2023-03-06,NEW YORK,31-1122.00,Home Health Aids,31,Level II,31054.0,NEW YORK,Unknown,3,2023,Certified,619
2022-08-22,HAWAII,35-1011,Chefs and Head Cooks,35,Level II,74360.0,HAWAII,Unknown,8,2022,Denied,815
2022-09-29, TELANGANA,35-1011,CHEF,35,Unknown,20.0,UTAH,Unknown,9,2022,Denied,777
2022-09-09,NEVADA,35-1011.00,CHEFS AND HEAD COOKS,35,Level III,58032.0,NEVADA,Bachelor's,9,2022,Denied,797
2022-10-21,FLORIDA,35-1011.00,Chefs and Head Cooks,35,Level IV,64085.0,FLORIDA,Unknown,10,2022,Denied,755
2022-11-02,MASSACHUSETTS,35-2014,Sous ChefLine Cook,35,Unknown,20.0,MASSACHUSETTS,Unknown,11,2022,Denied,743
2022-11-02,MASSACHUSETTS,35-2014,Sous ChefLine Cook,35,Unknown,20.0,MASSACHUSETTS,Unknown,11,2022,Denied,743
2022-10-13,MISSOURI,37-3011,Landscape Laborer,37,Level I,25085.0,MISSOURI,Unknown,10,2022,Denied,763
2022-10-13,MISSOURI,37-3011,Landscape Laborer,37,Level I,25085.0,MISSOURI,Unknown,10,2022,Denied,763
2022-07-27,PENNSYLVANIA,39-5092,Manicurist,39,Level II,20165.0,PENNSYLVANIA,Unknown,7,2022,Denied,841
2022-08-01,MARYLAND,39-9021,PERSONAL CARE AIDES,39,Unknown,14.17,MARYLAND,High School,8,2022,Denied,836
2022-09-16,PENNSYLVANIA,41-2031,RETAIL SALESPERSON,41,Level IV,30306.0,PENNSYLVANIA,Associate's,9,2022,Denied,790
2022-11-08,TENNESSEE,41-2031,retail salesperson,41,Level II,1800.0,TENNESSEE,Unknown,11,2022,Denied,737
2022-07-19,MASSACHUSETTS,43-1011,Office Supervisor,43,Level IV,83013.0,MASSACHUSETTS,Bachelor's,7,2022,Denied,849
2022-09-14,FLORIDA,43-1011,Office Supervisor,43,Level I,39187.0,FLORIDA,Bachelor's,9,2022,Denied,792
2022-09-28,FLORIDA,43-5011,Cargo and Freight Agents,43,Level IV,51210.0,FLORIDA,Unknown,9,2022,Denied,778
2022-11-03,FLORIDA,43-5061.00,PRODUCTION ASSISTANT,43,Level III,43035.0,FLORIDA,High School,11,2022,Denied,742
2022-10-06,FLORIDA,43-6012,Legal Secretary,43,Level I,32115.0,FLORIDA,High School,10,2022,Denied,770
2022-07-15,CALIFORNIA,43-9061,Office Clerk,43,Level I,28891.0,CALIFORNIA,Unknown,7,2022,Denied,853
2022-09-01,OHIO,47-2022.00,STONEMASON,47,Level I,34965.0,OHIO,Unknown,9,2022,Denied,805
2022-09-01,OHIO,47-2022.00,STONEMASON,47,Level I,34965.0,OHIO,Unknown,9,2022,Denied,805
2022-09-14,OKLAHOMA,49-3031,Diesel Mechanic,49,Level III,43867.0,TEXAS,High School,9,2022,Denied,792
2022-09-01,OHIO,49-3041.00,IRRIGATION SYSTEMS TECHNICIAN,49,Level I,35630.0,OHIO,Unknown,9,2022,Denied,805
2022-09-01,OHIO,49-3041.00,IRRIGATION SYSTEMS TECHNICIAN,49,Level I,35630.0,OHIO,Unknown,9,2022,Denied,805
2022-11-09,TEXAS,49-9043,Maintenance Worker,49,Unknown,25.75,TEXAS,High School,11,2022,Denied,736
2022-07-18,TEXAS bagdad oriental rugs and carpet,49-9093,CARPET REPAIRMANN,49,Level III,53622.0,TEXAS,Unknown,7,2022,Denied,850
2022-07-07,FLORIDA,51-1011,FirstLine Supervisors of Production and Operating Workers,51,Level IV,86258.0,CALIFORNIA,High School,7,2022,Denied,861
2022-11-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,11,2022,Denied,728
2022-11-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,11,2022,Denied,728
2022-11-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,11,2022,Denied,728
2022-11-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,11,2022,Denied,728
2022-11-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,11,2022,Denied,728
2022-11-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,11,2022,Denied,728
2022-11-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,11,2022,Denied,728
2022-11-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,11,2022,Denied,728
2022-11-17,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,11,2022,Denied,728
2022-12-12,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,12,2022,Denied,703
2022-12-13,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,12,2022,Denied,702
2023-05-04,GEORGIA,11-3031,Financial Managers,11,Level IV,189613.0,GEORGIA,Bachelor's,5,2023,Certified,561
2023-03-07,OHIO,11-2022,Sales Managers,11,Level IV,187387.0,OHIO,Bachelor's,3,2023,Certified,619
2023-04-17,CALIFORNIA,13-2011,Accountants and Auditors,13,Level IV,106974.0,CALIFORNIA,Bachelor's,4,2023,Certified,578
2023-04-17,CALIFORNIA,13-2011,Accountants and Auditors,13,Level III,89544.0,CALIFORNIA,Master's,4,2023,Certified,578
2023-05-23,CALIFORNIA,13-2011,Accountants and Auditors,13,Level III,89544.0,CALIFORNIA,Bachelor's,5,2023,Certified,542
2023-02-01,PENNSYLVANIA,15-1211.00,COMPUTER SYSTEMS ANALYSTS,15,Level IV,122262.0,PENNSYLVANIA,Bachelor's,2,2023,Certified,653
2023-05-30,CALIFORNIA,15-1232.00,Computer User Support Specialists,15,Level III,50024.0,FLORIDA,Bachelor's,5,2023,Certified,535
2023-03-08,NEW YORK,15-2031,Operations Research Analysts,15,Level IV,141378.0,NEW YORK,Bachelor's,3,2023,Certified,618
2023-05-06,TEXAS,15-2031,Operations Research Analysts,15,Level III,95618.0,TEXAS,Bachelor's,5,2023,Certified,559
2023-03-10,VIRGINIA,15-2041.00,Statisticians,15,Level I,78042.0,VIRGINIA,Bachelor's,3,2023,Certified,616
2023-03-03,WASHINGTON,23-1011,Lawyers,23,Level IV,131373.0,WASHINGTON,Master's,3,2023,Certified,623
2023-05-05,SOUTH CAROLINA,25-2031,"Secondary School Teachers, Except Special and CareerTechnical Education",25,Level I,38430.0,SOUTH CAROLINA,Bachelor's,5,2023,Certified,560
2023-05-08,GEORGIA,27-1024,Graphic Designers,27,Level IV,72030.0,GEORGIA,Master's,5,2023,Certified,557
2023-04-20,CALIFORNIA,31-9092.00,Medical Assistants,31,Level III,54870.0,CALIFORNIA,Other,4,2023,Certified,575
2023-03-09,NEW MEXICO,35-1011,Chefs and Head Cooks,35,Level IV,64646.0,NEW MEXICO,Other,3,2023,Certified,617
2023-03-31,TEXAS,39-9011,Childcare Worker,39,Level IV,26749.0,TEXAS,Unknown,3,2023,Certified,595
2023-05-25,FLORIDA,43-6011,Executive Secretaries and Executive Administrative Assistants,43,Level I,23837.0,FLORIDA,Unknown,5,2023,Certified,540
2023-05-30,NEW YORK MARTIN MIEDZOWICZ CORP,43-9061,"Office Clerks, General",43,Level II,36629.0,NEW YORK,Unknown,5,2023,Certified,535
2023-05-01,TEXAS,49-1011,"FirstLine Supervisors of Mechanics, Installers, and Repairers",49,Level IV,85093.0,TEXAS,Unknown,5,2023,Certified,564
2023-04-11,PENNSYLVANIA CLEMENS FOOD GROUP LLC,51-3023.00,Packers,51,Level I,35880.0,MICHIGAN,Unknown,4,2023,Certified,584
2023-02-13,MARYLAND,11-3021,Computer and Information Systems Managers,11,Unknown,168590.0,MARYLAND,Bachelor's,2,2023,Certified,644
2023-02-15,NEW JERSEY,13-1082.00,Project Management Specialists,13,Level II,92290.0,NEW JERSEY,Bachelor's,2,2023,Certified,642
2022-11-04,CALIFORNIA,15-1121,Computer Systems Analysts,15,Level IV,157851.0,CALIFORNIA,Bachelor's,11,2022,Certified,745
2023-03-14,GEORGIA,15-1121,Computer Systems Analysts,15,Level II,84781.0,GEORGIA,Bachelor's,3,2023,Certified,615
2023-02-03,MASSACHUSETTS,15-1252.00,Software Developers,15,Level IV,157477.0,NEW JERSEY,Bachelor's,2,2023,Certified,654
2023-02-13,NEW JERSEY,15-1252.00,Software Developers,15,Level IV,157477.0,NEW JERSEY,Master's,2,2023,Certified,644
2023-03-14,GEORGIA,15-1252.00,Software Developers,15,Level IV,136822.0,GEORGIA,Bachelor's,3,2023,Certified,615
2023-03-08,GEORGIA,15-1252.00,Software Developers,15,Level IV,136822.0,GEORGIA,Bachelor's,3,2023,Certified,621
2023-03-08,GEORGIA,15-1252.00,Software Developers,15,Level I,80101.0,GEORGIA,Bachelor's,3,2023,Certified,621
2023-03-10,GEORGIA,15-1252.00,Software Developers,15,Level IV,136822.0,GEORGIA,Bachelor's,3,2023,Certified,619
2023-02-17,MICHIGAN Amigo Mobility,17-2071,Electrical Engineer,17,Level I,53227.0,MICHIGAN,Bachelor's,2,2023,Certified,640
2023-05-08,PENNSYLVANIA,21-1091,Health Education Specialists,21,Level II,54330.0,PENNSYLVANIA,Master's,5,2023,Certified,560
2023-03-07,MASSACHUSETTS,29-1216.00,General Internal Medicine Physicians,29,Level II,79123.0,MASSACHUSETTS,Other,3,2023,Certified,622
2022-09-22,FLORIDA,39-9011.01,Nanny,39,Level III,25563.0,FLORIDA,High School,9,2022,Denied,788
2023-03-31,NEW JERSEY,11-3031,Financial Managers,11,Level II,168854.0,NEW YORK,Master's,3,2023,Certified,599
2023-01-10,FLORIDA,11-3021,Computer and Information Systems Managers,11,Level IV,179192.0,FLORIDA,High School,1,2023,Certified,679
2023-04-19,NEW YORK,15-1211.00,Computer Systems Analysts,15,Level III,117042.0,NEW JERSEY,Master's,4,2023,Certified,580
2023-01-18,NEW JERSEY,15-1242.00,Database Administrators,15,Level IV,144186.0,NEW JERSEY,Master's,1,2023,Certified,671
2022-10-03,CALIFORNIA,17-1011,"Architects, Except Landscape and Naval",17,Level II,72571.0,CALIFORNIA,Master's,10,2022,Certified,778
2023-02-21,PENNSYLVANIA,17-2071,Electrical Engineers,17,Level I,55307.0,FLORIDA,Bachelor's,2,2023,Certified,637
2023-04-04,OKLAHOMA,19-2031,Chemists,19,Level I,46197.0,OKLAHOMA,Bachelor's,4,2023,Certified,595
2023-02-27,MINNESOTA,21-2011,Clergy,21,Level II,43618.0,MINNESOTA,Bachelor's,2,2023,Certified,631
2023-02-27,TENNESSEE,29-1229.02,Hospitalists,29,Unknown,66518.0,GEORGIA,Other,2,2023,Certified,631
2023-02-27,TENNESSEE,29-1229.02,Hospitalists,29,Unknown,66518.0,GEORGIA,Other,2,2023,Certified,631
2023-01-11,NEW YORK,35-2015,"Cooks, Short Order",35,Level I,27331.0,NEW YORK,High School,1,2023,Certified,678
2023-05-30,ILLINOIS A2V LOGISTICS INC,11-3071,"Transportation, Storage, and Distribution Managers",11,Level IV,135262.0,ILLINOIS,Bachelor's,5,2023,Certified,540
2023-05-29,ILLINOIS,15-1211.00,Computer Systems Analysts,15,Level IV,138590.0,NEW YORK,Bachelor's,5,2023,Certified,541
2023-04-19,NEW YORK,15-1252.00,Software Developers,15,Level IV,157477.0,NEW YORK,Bachelor's,4,2023,Certified,581
2023-04-19,NEW YORK,15-2031,Operations Research Analysts,15,Level II,80413.0,NEW JERSEY,Master's,4,2023,Certified,581
2023-03-09,MASSACHUSETTS,29-1021.00,"Dentist, General",29,Level II,162510.0,CONNECTICUT,Other,3,2023,Certified,622
2023-04-15,CALIFORNIA,31-1011,CAREGIVER,31,Level II,15.04,CALIFORNIA,High School,4,2023,Certified,585
2023-04-07,WASHINGTON,31-1122.00,Health Care Aide,31,Unknown,18.0,WASHINGTON,High School,4,2023,Denied,593
2023-02-06,NEW YORK,35-1011,Chefs and Head Cooks,35,Level III,72384.0,NEW YORK,Unknown,2,2023,Certified,653
2023-05-04,MARYLAND,41-1011.00,Manager,41,Level III,54829.0,MARYLAND,High School,5,2023,Certified,566
2022-09-22,CALIFORNIA,11-2022,"Vice President, Strategic Accounts",11,Level IV,151819.0,CALIFORNIA,Master's,9,2022,Denied,795
2022-11-09,TEXAS,11-1021,General and Operations Managers,11,Level IV,108160.0,TEXAS,Unknown,11,2022,Denied,747
2022-08-26,FLORIDA,11-2011.00,Marketing and Promotions Manager,11,Level I,65645.0,FLORIDA,Unknown,8,2022,Denied,822
2022-08-30,ARKANSAS,11-9051.00,Kitchen Manager,11,Level III,47798.0,ARKANSAS,Unknown,8,2022,Denied,818
2022-07-06,TEXAS,13-1071.00,Senior Recruiter,13,Level IV,84178.0,TEXAS,Unknown,7,2022,Denied,873
2023-02-03,CALIFORNIA,13-1082.00,Project Management Specialists,13,Level I,75837.0,CALIFORNIA,Bachelor's,2,2023,Certified,661
2022-12-23,VIRGINIA,15-1121,Computer Systems Analysts,15,Level II,94723.0,VIRGINIA,Bachelor's,12,2022,Denied,703
2022-11-14,MASSACHUSETTS,15-1132,"Software Developers, Applications",15,Level III,117686.0,MASSACHUSETTS,Bachelor's,11,2022,Denied,742
2022-11-22,NEW JERSEY,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",15,Level II,109283.0,NEW JERSEY,Bachelor's,11,2022,Denied,734
2022-11-07,UTAH,15-1133,"Software Developer, Systems Software",15,Level IV,167710.0,CALIFORNIA,Bachelor's,11,2022,Denied,749
2023-02-27,NEVADA,15-1244.00,Network and Computer Systems Administrators,15,Level IV,116688.0,GEORGIA,Bachelor's,2,2023,Certified,637
2022-08-16,CALIFORNIA CA,15-1252.00,System Software Engineer  Device Driver,15,Level IV,192941.0,CALIFORNIA,Bachelor's,8,2022,Denied,832
2022-12-12,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,12,2022,Denied,714
2022-12-12,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,12,2022,Denied,714
2022-12-18,CALIFORNIA,15-1252.00,Software Developers,15,Level II,132870.0,CALIFORNIA,Master's,12,2022,Denied,708
2023-01-09,TEXAS,15-1252.00,Software Developers,15,Level I,80850.0,TEXAS,Bachelor's,1,2023,Denied,686
2023-01-09,TEXAS,15-1252.00,Software Developers,15,Level II,98904.0,TEXAS,Master's,1,2023,Denied,686
2023-02-13,VIRGINIA,15-1252.00,Software Developers,15,Level IV,157061.0,VIRGINIA,Bachelor's,2,2023,Certified,651
2023-01-10,TEXAS,15-2051.01,Business Analyst,15,Level II,97739.0,TEXAS,Master's,1,2023,Denied,685
2022-10-27,TEXAS,17-2051,Civil Engineers,17,Level IV,125278.0,TEXAS,Unknown,10,2022,Denied,760
2022-07-29,ILLINOIS,17-2199.09,NANOSYSTEMS ENGINEERS,17,Level I,58531.0,ILLINOIS,Master's,7,2022,Denied,850
2023-03-21,TEXAS,17-3011,Architectural and Civil Drafters,17,Level IV,70346.0,TEXAS,Master's,3,2023,Certified,615
2022-12-21,FLORIDA,23-1011,Lawyers,23,Level III,137966.0,FLORIDA,Other,12,2022,Denied,705
2023-03-01,NEW YORK,23-1011,Lawyers,23,Level III,183435.0,NEW YORK,Other,3,2023,Certified,635
2023-05-23,FLORIDA,23-1011.00,Lawyers,23,Level II,9547200.0,FLORIDA,Other,5,2023,Certified,552
2022-08-15,NEW JERSEY,31-9092.00,Clinical Medical Assistant,31,Level IV,43867.0,NEW JERSEY,Associate's,8,2022,Denied,833
2022-10-11,OREGON,35-2014,"cooks, Restaurant",35,Level IV,34008.0,OREGON,Unknown,10,2022,Denied,776
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,922
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,922
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,922
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,922
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,922
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,922
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,921
2022-03-11,FLORIDA,43-6011,Executive Administrative Assistant,43,Level II,49379.0,FLORIDA,High School,3,2022,Denied,990
2022-08-29,FLORIDA,43-9061,OFFICE CLERK,43,Level I,22942.0,FLORIDA,High School,8,2022,Denied,819
2022-07-28,LOUISIANA,45-2091,Farm Truck Driver,45,Level IV,27498.0,LOUISIANA,Unknown,7,2022,Denied,851
2022-09-10,VIRGINIA,49-9064,Watch Repairers,49,Level IV,54392.0,VIRGINIA,Unknown,9,2022,Denied,807
2023-03-12,PENNSYLVANIA CLEMENS FOOD GROUP LLC,51-3023.00,Packers,51,Level I,35880.0,MICHIGAN,Unknown,3,2023,Certified,624
2023-03-12,PENNSYLVANIA CLEMENS FOOD GROUP LLC,51-3023.00,Packers,51,Level I,35880.0,MICHIGAN,Unknown,3,2023,Certified,624
2023-03-12,PENNSYLVANIA CLEMENS FOOD GROUP LLC,51-3023.00,Packers,51,Level I,35880.0,MICHIGAN,Unknown,3,2023,Certified,624
2023-03-12,PENNSYLVANIA CLEMENS FOOD GROUP LLC,51-3023.00,Packers,51,Level I,35880.0,MICHIGAN,Unknown,3,2023,Certified,624
2022-12-01,TEXAS,,Unknown,na,Unknown,,TEXAS,High School,12,2022,Denied,725
2023-03-07,CALIFORNIA,11-9041,Architectural and Engineering Managers,11,Level II,146682.0,CALIFORNIA,Bachelor's,3,2023,Certified,630
2023-03-17,CALIFORNIA,13-1021.00,Buyer,13,Level I,46675.0,CALIFORNIA,Unknown,3,2023,Certified,620
2023-03-09,NEW YORK,13-1082.00,Project Management Specialists,13,Level IV,139693.0,NEW YORK,Bachelor's,3,2023,Certified,628
2023-05-09,NEW JERSEY,13-2011,Accountants and Auditors,13,Level IV,127442.0,CALIFORNIA,Bachelor's,5,2023,Certified,567
2023-03-03,MASSACHUSETTS,15-1121,Computer Systems Analysts,15,Level IV,157851.0,CALIFORNIA,Bachelor's,3,2023,Certified,634
2023-02-16,WISCONSIN,15-1132,Software Developers Applications,15,Level IV,111405.0,WISCONSIN,Doctorate,2,2023,Certified,649
2023-05-02,NEW YORK,15-1211.00,Computer Systems Analyst,15,Level II,81515.0,NEW YORK,Other,5,2023,Certified,574
2023-03-14,COLORADO,15-2051.00,Data Scientists,15,Level II,85280.0,MASSACHUSETTS,Master's,3,2023,Certified,623
2023-04-28,TEXAS,17-2072,"Electronics Engineers, Except Computer",17,Level III,129563.0,TEXAS,Master's,4,2023,Certified,578
2023-03-01,NEW JERSEY,31-1131.00,NURSING ASSISTANT,31,Level I,33738.0,NEW JERSEY,High School,3,2023,Certified,636
2023-03-09,MARYLAND,35-2013.00,"Cooks, Private Household",35,Unknown,18.76,MARYLAND,High School,3,2023,Certified,628
